Ivy Allen , loan_1 , 12000 , 6600.0 , 0.55 , 7
Elsie Foster , loan_3 , 65000 , 37700.0 , 0.58 , 4
Elsie Foster , loan_4 , 65000 , 30550.0 , 0.47 , 3
Elsie Foster , loan_5 , 65000 , 31850.0 , 0.49 , 5
Elsie Foster , loan_6 , 65000 , 35750.0 , 0.55 , 11
Elsie Foster , loan_7 , 65000 , 35750.0 , 0.55 , 6
Elsie Foster , loan_8 , 65000 , 29900.0 , 0.46 , 0
Elsie Foster , loan_9 , 65000 , 42250.0 , 0.65 , 1
Elsie Foster , loan_10 , 65000 , 36400.0 , 0.56 , 0
Elsie Foster , loan_11 , 65000 , 31850.0 , 0.49 , 11
Elsie Foster , loan_12 , 65000 , 37050.0 , 0.57 , 1
Elsie Foster , loan_13 , 65000 , 41600.0 , 0.64 , 12
Elsie Foster , loan_14 , 65000 , 29900.0 , 0.46 , 2
Elsie Foster , loan_15 , 65000 , 38350.0 , 0.59 , 7
Elsie Foster , loan_16 , 65000 , 31850.0 , 0.49 , 3
Sienna Baker , loan_1 , 56000 , 33600.0 , 0.6 , 5
Sienna Baker , loan_2 , 56000 , 25760.0 , 0.46 , 1
Sienna Baker , loan_3 , 56000 , 32480.0 , 0.58 , 8
Sienna Baker , loan_4 , 56000 , 26320.0 , 0.47 , 8
Sienna Baker , loan_5 , 56000 , 28000.0 , 0.5 , 6
Sienna Baker , loan_6 , 56000 , 31920.0 , 0.57 , 9
Sienna Baker , loan_7 , 56000 , 35280.0 , 0.63 , 3
Sienna Baker , loan_8 , 56000 , 29680.0 , 0.53 , 4
Sienna Baker , loan_9 , 56000 , 27440.0 , 0.49 , 7
Sienna Baker , loan_10 , 56000 , 25760.0 , 0.46 , 9
Sienna Baker , loan_11 , 56000 , 34160.0 , 0.61 , 5
Sienna Baker , loan_12 , 56000 , 35280.0 , 0.63 , 5
Sienna Baker , loan_13 , 56000 , 30240.0 , 0.54 , 8
Sienna Baker , loan_14 , 56000 , 33600.0 , 0.6 , 5
Isla Holmes , loan_1 , 42000 , 25620.0 , 0.61 , 5
Isla Holmes , loan_2 , 42000 , 21420.0 , 0.51 , 10
Isla Holmes , loan_3 , 42000 , 26460.0 , 0.63 , 6
Isla Holmes , loan_4 , 42000 , 25620.0 , 0.61 , 4
Isla Holmes , loan_5 , 42000 , 22260.0 , 0.53 , 1
Isla Holmes , loan_6 , 42000 , 27300.0 , 0.65 , 3
Isla Holmes , loan_7 , 42000 , 25200.0 , 0.6 , 8
Isla Holmes , loan_8 , 42000 , 21000.0 , 0.5 , 4
Isla Holmes , loan_9 , 42000 , 23100.0 , 0.55 , 5
Isla Holmes , loan_10 , 42000 , 21420.0 , 0.51 , 2
Isla Holmes , loan_11 , 42000 , 26460.0 , 0.63 , 2
Isla Holmes , loan_12 , 42000 , 24780.0 , 0.59 , 2
Isla Holmes , loan_13 , 42000 , 22260.0 , 0.53 , 0
Isla Holmes , loan_14 , 42000 , 19740.0 , 0.47 , 6
Isla Holmes , loan_15 , 42000 , 20160.0 , 0.48 , 3
Isla Holmes , loan_16 , 42000 , 21420.0 , 0.51 , 0
Isla Holmes , loan_17 , 42000 , 23100.0 , 0.55 , 4
Grace Burton , loan_1 , 42000 , 23100.0 , 0.55 , 0
Grace Burton , loan_2 , 42000 , 21420.0 , 0.51 , 3
Grace Burton , loan_3 , 42000 , 20580.0 , 0.49 , 5
Grace Burton , loan_4 , 42000 , 22680.0 , 0.54 , 2
Grace Burton , loan_5 , 42000 , 18480.0 , 0.44 , 0
Grace Burton , loan_6 , 42000 , 20580.0 , 0.49 , 0
Grace Burton , loan_7 , 42000 , 14700.0 , 0.35 , 4
Grace Burton , loan_8 , 42000 , 20160.0 , 0.48 , 3
Grace Burton , loan_9 , 42000 , 14700.0 , 0.35 , 0
Grace Burton , loan_10 , 42000 , 19320.0 , 0.46 , 6
Grace Burton , loan_11 , 42000 , 20160.0 , 0.48 , 1
Grace Burton , loan_12 , 42000 , 16800.0 , 0.4 , 2
Grace Burton , loan_13 , 42000 , 20580.0 , 0.49 , 13
Grace Burton , loan_14 , 42000 , 17220.0 , 0.41 , 3
Grace Burton , loan_15 , 42000 , 16380.0 , 0.39 , 3
Phoebe Wilson , loan_1 , 40000 , 16400.0 , 0.41 , 3
Phoebe Wilson , loan_2 , 40000 , 16800.0 , 0.42 , 4
Phoebe Wilson , loan_3 , 40000 , 21600.0 , 0.54 , 4
Phoebe Wilson , loan_4 , 40000 , 18000.0 , 0.45 , 4
Phoebe Wilson , loan_5 , 40000 , 22000.0 , 0.55 , 4
Phoebe Wilson , loan_6 , 40000 , 22000.0 , 0.55 , 1
Phoebe Wilson , loan_7 , 40000 , 19600.0 , 0.49 , 1
Phoebe Wilson , loan_8 , 40000 , 14400.0 , 0.36 , 3
Phoebe Wilson , loan_9 , 40000 , 14000.0 , 0.35 , 2
Phoebe Wilson , loan_10 , 40000 , 15200.0 , 0.38 , 0
Phoebe Wilson , loan_11 , 40000 , 20000.0 , 0.5 , 2
Phoebe Wilson , loan_12 , 40000 , 14400.0 , 0.36 , 0
Phoebe Wilson , loan_13 , 40000 , 14800.0 , 0.37 , 1
Phoebe Wilson , loan_14 , 40000 , 16000.0 , 0.4 , 2
Phoebe Wilson , loan_15 , 40000 , 16000.0 , 0.4 , 3
Phoebe Wilson , loan_16 , 40000 , 21200.0 , 0.53 , 3
Phoebe Wilson , loan_17 , 40000 , 19600.0 , 0.49 , 2
Theo Wilson , loan_1 , 70000 , 25200.0 , 0.36 , 1
Theo Wilson , loan_2 , 70000 , 25200.0 , 0.36 , 1
Theo Wilson , loan_3 , 70000 , 21700.0 , 0.31 , 3
Theo Wilson , loan_4 , 70000 , 28000.0 , 0.4 , 0
Theo Wilson , loan_5 , 70000 , 14700.0 , 0.21 , 2
Theo Wilson , loan_6 , 70000 , 16100.0 , 0.23 , 1
Theo Wilson , loan_7 , 70000 , 27300.0 , 0.39 , 0
Theo Wilson , loan_8 , 70000 , 24500.0 , 0.35 , 1
Theo Wilson , loan_9 , 70000 , 16100.0 , 0.23 , 0
Theo Wilson , loan_10 , 70000 , 18200.0 , 0.26 , 0
Theo Wilson , loan_11 , 70000 , 16100.0 , 0.23 , 2
Theo Wilson , loan_12 , 70000 , 14000.0 , 0.2 , 0
Theo Wilson , loan_13 , 70000 , 26600.0 , 0.38 , 1
Theo Wilson , loan_14 , 70000 , 28000.0 , 0.4 , 1
Theo Wilson , loan_15 , 70000 , 14000.0 , 0.2 , 1
Theo Wilson , loan_16 , 70000 , 28000.0 , 0.4 , 0
Theo Wilson , loan_17 , 70000 , 19600.0 , 0.28 , 0
Lily Allen , loan_1 , 77000 , 30800.0 , 0.4 , 2
Lily Allen , loan_2 , 77000 , 40810.0 , 0.53 , 2
Lily Allen , loan_3 , 77000 , 36960.0 , 0.48 , 4
Lily Allen , loan_4 , 77000 , 30800.0 , 0.4 , 10
Lily Allen , loan_5 , 77000 , 28490.0 , 0.37 , 1
Lily Allen , loan_6 , 77000 , 41580.0 , 0.54 , 6
Lily Allen , loan_7 , 77000 , 40040.0 , 0.52 , 4
Lily Allen , loan_8 , 77000 , 36960.0 , 0.48 , 3
Lily Allen , loan_9 , 77000 , 35420.0 , 0.46 , 6
Lily Allen , loan_10 , 77000 , 37730.0 , 0.49 , 1
Lily Allen , loan_11 , 77000 , 36960.0 , 0.48 , 0
Lily Allen , loan_12 , 77000 , 33880.0 , 0.44 , 0
Lily Allen , loan_13 , 77000 , 27720.0 , 0.36 , 2
Lily Allen , loan_14 , 77000 , 37730.0 , 0.49 , 7
Lily Allen , loan_15 , 77000 , 36960.0 , 0.48 , 2
Ava Payne , loan_1 , 78000 , 33540.0 , 0.43 , 1
Ava Payne , loan_2 , 78000 , 33540.0 , 0.43 , 2
Ava Payne , loan_3 , 78000 , 34320.0 , 0.44 , 2
Ava Payne , loan_4 , 78000 , 30420.0 , 0.39 , 0
Ava Payne , loan_5 , 78000 , 31980.0 , 0.41 , 1
Ava Payne , loan_6 , 78000 , 36660.0 , 0.47 , 0
Ava Payne , loan_7 , 78000 , 30420.0 , 0.39 , 1
Ava Payne , loan_8 , 78000 , 27300.0 , 0.35 , 2
Ava Payne , loan_9 , 78000 , 27300.0 , 0.35 , 2
Ava Payne , loan_10 , 78000 , 30420.0 , 0.39 , 3
Ava Payne , loan_11 , 78000 , 27300.0 , 0.35 , 0
Ava Payne , loan_12 , 78000 , 42900.0 , 0.55 , 6
Ava Payne , loan_13 , 78000 , 30420.0 , 0.39 , 1
Ava Payne , loan_14 , 78000 , 42120.0 , 0.54 , 1
Ava Payne , loan_15 , 78000 , 38220.0 , 0.49 , 2
Ava Payne , loan_16 , 78000 , 39780.0 , 0.51 , 0
Ava Payne , loan_17 , 78000 , 40560.0 , 0.52 , 4
Ava Payne , loan_18 , 78000 , 31200.0 , 0.4 , 5
Phoebe Payne , loan_1 , 85000 , 52700.0 , 0.62 , 7
Phoebe Payne , loan_2 , 85000 , 50150.0 , 0.59 , 10
Phoebe Payne , loan_3 , 85000 , 40800.0 , 0.48 , 3
Phoebe Payne , loan_4 , 85000 , 51850.0 , 0.61 , 5
Phoebe Payne , loan_5 , 85000 , 42500.0 , 0.5 , 1
Phoebe Payne , loan_6 , 85000 , 53550.0 , 0.63 , 3
Phoebe Payne , loan_7 , 85000 , 46750.0 , 0.55 , 5
Phoebe Payne , loan_8 , 85000 , 53550.0 , 0.63 , 3
Phoebe Payne , loan_9 , 85000 , 39950.0 , 0.47 , 3
Phoebe Payne , loan_10 , 85000 , 47600.0 , 0.56 , 6
Phoebe Payne , loan_11 , 85000 , 54400.0 , 0.64 , 0
Phoebe Payne , loan_12 , 85000 , 39950.0 , 0.47 , 0
Phoebe Payne , loan_13 , 85000 , 46750.0 , 0.55 , 4
Phoebe Payne , loan_14 , 85000 , 49300.0 , 0.58 , 3
Phoebe Payne , loan_15 , 85000 , 51000.0 , 0.6 , 5
Phoebe Payne , loan_16 , 85000 , 55250.0 , 0.65 , 1
William Holmes , loan_1 , 82000 , 29520.0 , 0.36 , 5
William Holmes , loan_2 , 82000 , 28700.0 , 0.35 , 2
William Holmes , loan_3 , 82000 , 29520.0 , 0.36 , 3
William Holmes , loan_4 , 82000 , 45100.0 , 0.55 , 5
William Holmes , loan_5 , 82000 , 41820.0 , 0.51 , 6
William Holmes , loan_6 , 82000 , 33620.0 , 0.41 , 0
William Holmes , loan_7 , 82000 , 45100.0 , 0.55 , 1
William Holmes , loan_8 , 82000 , 38540.0 , 0.47 , 2
William Holmes , loan_9 , 82000 , 38540.0 , 0.47 , 5
William Holmes , loan_10 , 82000 , 33620.0 , 0.41 , 1
William Holmes , loan_11 , 82000 , 36080.0 , 0.44 , 5
William Holmes , loan_12 , 82000 , 36080.0 , 0.44 , 1
William Holmes , loan_13 , 82000 , 31160.0 , 0.38 , 0
William Holmes , loan_14 , 82000 , 29520.0 , 0.36 , 3
William Holmes , loan_15 , 82000 , 36900.0 , 0.45 , 2
William Holmes , loan_16 , 82000 , 29520.0 , 0.36 , 3
Arlo Baker , loan_1 , 75000 , 41250.0 , 0.55 , 0
Arlo Baker , loan_2 , 75000 , 36000.0 , 0.48 , 2
Arlo Baker , loan_3 , 75000 , 26250.0 , 0.35 , 4
Arlo Baker , loan_4 , 75000 , 33000.0 , 0.44 , 2
Arlo Baker , loan_5 , 75000 , 27000.0 , 0.36 , 1
Arlo Baker , loan_6 , 75000 , 27000.0 , 0.36 , 4
Arlo Baker , loan_7 , 75000 , 34500.0 , 0.46 , 3
Arlo Baker , loan_8 , 75000 , 28500.0 , 0.38 , 0
Arlo Baker , loan_9 , 75000 , 40500.0 , 0.54 , 6
Arlo Baker , loan_10 , 75000 , 41250.0 , 0.55 , 7
Arlo Baker , loan_11 , 75000 , 27750.0 , 0.37 , 4
Arlo Baker , loan_12 , 75000 , 38250.0 , 0.51 , 4
Arlo Baker , loan_13 , 75000 , 27000.0 , 0.36 , 2
Arlo Baker , loan_14 , 75000 , 33750.0 , 0.45 , 1
Arlo Baker , loan_15 , 75000 , 32250.0 , 0.43 , 2
Daisy Jones , loan_1 , 99000 , 59400.0 , 0.6 , 3
Daisy Jones , loan_2 , 99000 , 52470.0 , 0.53 , 5
Daisy Jones , loan_3 , 99000 , 47520.0 , 0.48 , 2
Daisy Jones , loan_4 , 99000 , 50490.0 , 0.51 , 10
Daisy Jones , loan_5 , 99000 , 59400.0 , 0.6 , 5
Daisy Jones , loan_6 , 99000 , 52470.0 , 0.53 , 3
Daisy Jones , loan_7 , 99000 , 46530.0 , 0.47 , 3
Daisy Jones , loan_8 , 99000 , 56430.0 , 0.57 , 2
Daisy Jones , loan_9 , 99000 , 46530.0 , 0.47 , 4
Daisy Jones , loan_10 , 99000 , 56430.0 , 0.57 , 3
Daisy Jones , loan_11 , 99000 , 56430.0 , 0.57 , 1
Daisy Jones , loan_12 , 99000 , 62370.0 , 0.63 , 4
Daisy Jones , loan_13 , 99000 , 60390.0 , 0.61 , 0
Daisy Jones , loan_14 , 99000 , 53460.0 , 0.54 , 0
Daisy Jones , loan_15 , 99000 , 48510.0 , 0.49 , 2
Daisy Jones , loan_16 , 99000 , 60390.0 , 0.61 , 7
Alfie Webb , loan_1 , 77000 , 33110.0 , 0.43 , 0
Alfie Webb , loan_2 , 77000 , 30800.0 , 0.4 , 2
Alfie Webb , loan_3 , 77000 , 30030.0 , 0.39 , 2
Alfie Webb , loan_4 , 77000 , 39270.0 , 0.51 , 2
Alfie Webb , loan_5 , 77000 , 41580.0 , 0.54 , 5
Alfie Webb , loan_6 , 77000 , 38500.0 , 0.5 , 2
Alfie Webb , loan_7 , 77000 , 40040.0 , 0.52 , 2
Alfie Webb , loan_8 , 77000 , 42350.0 , 0.55 , 3
Alfie Webb , loan_9 , 77000 , 28490.0 , 0.37 , 1
Alfie Webb , loan_10 , 77000 , 31570.0 , 0.41 , 1
Alfie Webb , loan_11 , 77000 , 30800.0 , 0.4 , 2
Alfie Webb , loan_12 , 77000 , 33110.0 , 0.43 , 1
Alfie Webb , loan_13 , 77000 , 30800.0 , 0.4 , 7
Alfie Webb , loan_14 , 77000 , 31570.0 , 0.41 , 1
Alfie Webb , loan_15 , 77000 , 34650.0 , 0.45 , 3
Alfie Webb , loan_16 , 77000 , 40040.0 , 0.52 , 1
Florence Holmes , loan_1 , 96000 , 21120.0 , 0.22 , 0
Florence Holmes , loan_2 , 96000 , 29760.0 , 0.31 , 1
Florence Holmes , loan_3 , 96000 , 34560.0 , 0.36 , 0
Florence Holmes , loan_4 , 96000 , 25920.0 , 0.27 , 1
Florence Holmes , loan_5 , 96000 , 26880.0 , 0.28 , 3
Florence Holmes , loan_6 , 96000 , 31680.0 , 0.33 , 2
Florence Holmes , loan_7 , 96000 , 34560.0 , 0.36 , 1
Florence Holmes , loan_8 , 96000 , 23040.0 , 0.24 , 1
Florence Holmes , loan_9 , 96000 , 33600.0 , 0.35 , 2
Florence Holmes , loan_10 , 96000 , 36480.0 , 0.38 , 1
Florence Holmes , loan_11 , 96000 , 33600.0 , 0.35 , 2
Florence Holmes , loan_12 , 96000 , 31680.0 , 0.33 , 1
Florence Holmes , loan_13 , 96000 , 28800.0 , 0.3 , 1
Florence Holmes , loan_14 , 96000 , 25920.0 , 0.27 , 0
Florence Holmes , loan_15 , 96000 , 32640.0 , 0.34 , 3
Florence Holmes , loan_16 , 96000 , 32640.0 , 0.34 , 0
Florence Holmes , loan_17 , 96000 , 32640.0 , 0.34 , 0
Freya Davidson , loan_1 , 100000 , 58000.0 , 0.58 , 6
Freya Davidson , loan_2 , 100000 , 55000.0 , 0.55 , 5
Freya Davidson , loan_3 , 100000 , 46000.0 , 0.46 , 0
Freya Davidson , loan_4 , 100000 , 61000.0 , 0.61 , 1
Freya Davidson , loan_5 , 100000 , 57000.0 , 0.57 , 1
Freya Davidson , loan_6 , 100000 , 53000.0 , 0.53 , 2
Freya Davidson , loan_7 , 100000 , 61000.0 , 0.61 , 3
Freya Davidson , loan_8 , 100000 , 61000.0 , 0.61 , 4
Freya Davidson , loan_9 , 100000 , 61000.0 , 0.61 , 1
Freya Davidson , loan_10 , 100000 , 50000.0 , 0.5 , 4
Freya Davidson , loan_11 , 100000 , 47000.0 , 0.47 , 10
Freya Davidson , loan_12 , 100000 , 61000.0 , 0.61 , 5
Freya Davidson , loan_13 , 100000 , 47000.0 , 0.47 , 4
Freya Davidson , loan_14 , 100000 , 50000.0 , 0.5 , 8
Freya Davidson , loan_15 , 100000 , 54000.0 , 0.54 , 7
Freya Davidson , loan_16 , 100000 , 49000.0 , 0.49 , 3
Freya Davidson , loan_17 , 100000 , 63000.0 , 0.63 , 15
Poppy Matthews , loan_1 , 85000 , 45050.0 , 0.53 , 6
Poppy Matthews , loan_2 , 85000 , 40800.0 , 0.48 , 3
Poppy Matthews , loan_3 , 85000 , 36550.0 , 0.43 , 1
Poppy Matthews , loan_4 , 85000 , 35700.0 , 0.42 , 0
Poppy Matthews , loan_5 , 85000 , 34000.0 , 0.4 , 0
Poppy Matthews , loan_6 , 85000 , 34850.0 , 0.41 , 3
Poppy Matthews , loan_7 , 85000 , 32300.0 , 0.38 , 1
Poppy Matthews , loan_8 , 85000 , 43350.0 , 0.51 , 7
Poppy Matthews , loan_9 , 85000 , 30600.0 , 0.36 , 3
Poppy Matthews , loan_10 , 85000 , 42500.0 , 0.5 , 1
Poppy Matthews , loan_11 , 85000 , 45900.0 , 0.54 , 2
Poppy Matthews , loan_12 , 85000 , 34000.0 , 0.4 , 2
Poppy Matthews , loan_13 , 85000 , 37400.0 , 0.44 , 5
Poppy Matthews , loan_14 , 85000 , 42500.0 , 0.5 , 0
Poppy Matthews , loan_15 , 85000 , 33150.0 , 0.39 , 3
Poppy Matthews , loan_16 , 85000 , 38250.0 , 0.45 , 1
Poppy Matthews , loan_17 , 85000 , 46750.0 , 0.55 , 0
Poppy Matthews , loan_18 , 85000 , 43350.0 , 0.51 , 0
Poppy Matthews , loan_19 , 85000 , 45900.0 , 0.54 , 6
Sophia Baker , loan_1 , 87000 , 43500.0 , 0.5 , 5
Sophia Baker , loan_2 , 87000 , 46110.0 , 0.53 , 0
Sophia Baker , loan_3 , 87000 , 32190.0 , 0.37 , 0
Sophia Baker , loan_4 , 87000 , 40020.0 , 0.46 , 3
Sophia Baker , loan_5 , 87000 , 46110.0 , 0.53 , 4
Sophia Baker , loan_6 , 87000 , 35670.0 , 0.41 , 6
Sophia Baker , loan_7 , 87000 , 38280.0 , 0.44 , 3
Sophia Baker , loan_8 , 87000 , 38280.0 , 0.44 , 2
Sophia Baker , loan_9 , 87000 , 33930.0 , 0.39 , 1
Sophia Baker , loan_10 , 87000 , 42630.0 , 0.49 , 0
Sophia Baker , loan_11 , 87000 , 31320.0 , 0.36 , 1
Sophia Baker , loan_12 , 87000 , 35670.0 , 0.41 , 1
Sophia Baker , loan_13 , 87000 , 35670.0 , 0.41 , 0
Sophia Baker , loan_14 , 87000 , 37410.0 , 0.43 , 0
Sophia Baker , loan_15 , 87000 , 45240.0 , 0.52 , 5
Sophia Baker , loan_16 , 87000 , 46980.0 , 0.54 , 2
Sophia Baker , loan_17 , 87000 , 47850.0 , 0.55 , 7
Sophia Baker , loan_18 , 87000 , 38280.0 , 0.44 , 4
Sophia Baker , loan_19 , 87000 , 40890.0 , 0.47 , 1
Theodore Wilson , loan_1 , 70000 , 28700.0 , 0.41 , 8
Theodore Wilson , loan_2 , 70000 , 28000.0 , 0.4 , 0
Theodore Wilson , loan_3 , 70000 , 35700.0 , 0.51 , 2
Theodore Wilson , loan_4 , 70000 , 27300.0 , 0.39 , 2
Theodore Wilson , loan_5 , 70000 , 27300.0 , 0.39 , 6
Theodore Wilson , loan_6 , 70000 , 34300.0 , 0.49 , 0
Theodore Wilson , loan_7 , 70000 , 31500.0 , 0.45 , 6
Theodore Wilson , loan_8 , 70000 , 32200.0 , 0.46 , 0
Theodore Wilson , loan_9 , 70000 , 37100.0 , 0.53 , 1
Theodore Wilson , loan_10 , 70000 , 34300.0 , 0.49 , 1
Theodore Wilson , loan_11 , 70000 , 27300.0 , 0.39 , 6
Theodore Wilson , loan_12 , 70000 , 28700.0 , 0.41 , 1
Theodore Wilson , loan_13 , 70000 , 35000.0 , 0.5 , 3
Theodore Wilson , loan_14 , 70000 , 26600.0 , 0.38 , 3
Emily Davidson , loan_1 , 82000 , 26240.0 , 0.32 , 0
Emily Davidson , loan_2 , 82000 , 27880.0 , 0.34 , 0
Emily Davidson , loan_3 , 82000 , 25420.0 , 0.31 , 0
Emily Davidson , loan_4 , 82000 , 24600.0 , 0.3 , 0
Emily Davidson , loan_5 , 82000 , 22960.0 , 0.28 , 1
Emily Davidson , loan_6 , 82000 , 16400.0 , 0.2 , 1
Emily Davidson , loan_7 , 82000 , 29520.0 , 0.36 , 2
Emily Davidson , loan_8 , 82000 , 31160.0 , 0.38 , 2
Emily Davidson , loan_9 , 82000 , 30340.0 , 0.37 , 0
Emily Davidson , loan_10 , 82000 , 29520.0 , 0.36 , 2
Emily Davidson , loan_11 , 82000 , 23780.0 , 0.29 , 3
Emily Davidson , loan_12 , 82000 , 30340.0 , 0.37 , 0
Emily Davidson , loan_13 , 82000 , 19680.0 , 0.24 , 0
Emily Davidson , loan_14 , 82000 , 16400.0 , 0.2 , 1
Emily Davidson , loan_15 , 82000 , 26240.0 , 0.32 , 1
Emily Davidson , loan_16 , 82000 , 18040.0 , 0.22 , 0
Emily Davidson , loan_17 , 82000 , 31980.0 , 0.39 , 1
Emily Davidson , loan_18 , 82000 , 25420.0 , 0.31 , 0
Emily Davidson , loan_19 , 82000 , 27880.0 , 0.34 , 0
Emily Davidson , loan_20 , 82000 , 16400.0 , 0.2 , 1
Mia Foster , loan_1 , 79000 , 30020.0 , 0.38 , 1
Mia Foster , loan_2 , 79000 , 15800.0 , 0.2 , 2
Mia Foster , loan_3 , 79000 , 20540.0 , 0.26 , 0
Mia Foster , loan_4 , 79000 , 24490.0 , 0.31 , 1
Mia Foster , loan_5 , 79000 , 18960.0 , 0.24 , 0
Mia Foster , loan_6 , 79000 , 25280.0 , 0.32 , 6
Mia Foster , loan_7 , 79000 , 18170.0 , 0.23 , 2
Mia Foster , loan_8 , 79000 , 25280.0 , 0.32 , 0
Mia Foster , loan_9 , 79000 , 17380.0 , 0.22 , 0
Mia Foster , loan_10 , 79000 , 23700.0 , 0.3 , 1
Mia Foster , loan_11 , 79000 , 24490.0 , 0.31 , 1
Mia Foster , loan_12 , 79000 , 15800.0 , 0.2 , 3
Mia Foster , loan_13 , 79000 , 15800.0 , 0.2 , 3
Mia Foster , loan_14 , 79000 , 16590.0 , 0.21 , 0
Mia Foster , loan_15 , 79000 , 22910.0 , 0.29 , 0
Mia Foster , loan_16 , 79000 , 31600.0 , 0.4 , 1
Mia Foster , loan_17 , 79000 , 27650.0 , 0.35 , 1
Mia Foster , loan_18 , 79000 , 27650.0 , 0.35 , 2
Phoebe Matthews , loan_1 , 88000 , 22880.0 , 0.26 , 0
Phoebe Matthews , loan_2 , 88000 , 29040.0 , 0.33 , 0
Phoebe Matthews , loan_3 , 88000 , 34320.0 , 0.39 , 0
Phoebe Matthews , loan_4 , 88000 , 18480.0 , 0.21 , 0
Phoebe Matthews , loan_5 , 88000 , 35200.0 , 0.4 , 0
Phoebe Matthews , loan_6 , 88000 , 26400.0 , 0.3 , 0
Phoebe Matthews , loan_7 , 88000 , 17600.0 , 0.2 , 2
Phoebe Matthews , loan_8 , 88000 , 18480.0 , 0.21 , 1
Phoebe Matthews , loan_9 , 88000 , 29920.0 , 0.34 , 1
Phoebe Matthews , loan_10 , 88000 , 17600.0 , 0.2 , 0
Phoebe Matthews , loan_11 , 88000 , 22880.0 , 0.26 , 0
Phoebe Matthews , loan_12 , 88000 , 20240.0 , 0.23 , 1
Phoebe Matthews , loan_13 , 88000 , 19360.0 , 0.22 , 0
Phoebe Matthews , loan_14 , 88000 , 17600.0 , 0.2 , 1
Phoebe Matthews , loan_15 , 88000 , 26400.0 , 0.3 , 0
Phoebe Matthews , loan_16 , 88000 , 26400.0 , 0.3 , 1
Phoebe Matthews , loan_17 , 88000 , 18480.0 , 0.21 , 0
Phoebe Stevens , loan_1 , 99000 , 55440.0 , 0.56 , 11
Phoebe Stevens , loan_2 , 99000 , 58410.0 , 0.59 , 7
Phoebe Stevens , loan_3 , 99000 , 50490.0 , 0.51 , 0
Phoebe Stevens , loan_4 , 99000 , 50490.0 , 0.51 , 6
Phoebe Stevens , loan_5 , 99000 , 61380.0 , 0.62 , 2
Phoebe Stevens , loan_6 , 99000 , 62370.0 , 0.63 , 3
Phoebe Stevens , loan_7 , 99000 , 64350.0 , 0.65 , 8
Phoebe Stevens , loan_8 , 99000 , 52470.0 , 0.53 , 8
Phoebe Stevens , loan_9 , 99000 , 52470.0 , 0.53 , 3
Phoebe Stevens , loan_10 , 99000 , 61380.0 , 0.62 , 7
Phoebe Stevens , loan_11 , 99000 , 45540.0 , 0.46 , 7
Phoebe Stevens , loan_12 , 99000 , 63360.0 , 0.64 , 1
Phoebe Stevens , loan_13 , 99000 , 46530.0 , 0.47 , 3
Phoebe Stevens , loan_14 , 99000 , 57420.0 , 0.58 , 3
Phoebe Stevens , loan_15 , 99000 , 50490.0 , 0.51 , 6
Elsie Stevens , loan_1 , 90000 , 18900.0 , 0.21 , 0
Elsie Stevens , loan_2 , 90000 , 34200.0 , 0.38 , 3
Elsie Stevens , loan_3 , 90000 , 22500.0 , 0.25 , 1
Elsie Stevens , loan_4 , 90000 , 35100.0 , 0.39 , 0
Elsie Stevens , loan_5 , 90000 , 28800.0 , 0.32 , 3
Elsie Stevens , loan_6 , 90000 , 33300.0 , 0.37 , 0
Elsie Stevens , loan_7 , 90000 , 19800.0 , 0.22 , 2
Elsie Stevens , loan_8 , 90000 , 33300.0 , 0.37 , 3
Elsie Stevens , loan_9 , 90000 , 27900.0 , 0.31 , 0
Elsie Stevens , loan_10 , 90000 , 32400.0 , 0.36 , 2
Elsie Stevens , loan_11 , 90000 , 18900.0 , 0.21 , 1
Elsie Stevens , loan_12 , 90000 , 28800.0 , 0.32 , 1
Elsie Stevens , loan_13 , 90000 , 32400.0 , 0.36 , 0
Elsie Stevens , loan_14 , 90000 , 32400.0 , 0.36 , 1
Elsie Stevens , loan_15 , 90000 , 18000.0 , 0.2 , 4
Elsie Stevens , loan_16 , 90000 , 18000.0 , 0.2 , 0
Elsie Stevens , loan_17 , 90000 , 36000.0 , 0.4 , 0
Sofia Burton , loan_1 , 75000 , 40500.0 , 0.54 , 2
Sofia Burton , loan_2 , 75000 , 31500.0 , 0.42 , 0
Sofia Burton , loan_3 , 75000 , 33750.0 , 0.45 , 3
Sofia Burton , loan_4 , 75000 , 34500.0 , 0.46 , 2
Sofia Burton , loan_5 , 75000 , 34500.0 , 0.46 , 6
Sofia Burton , loan_6 , 75000 , 33000.0 , 0.44 , 0
Sofia Burton , loan_7 , 75000 , 37500.0 , 0.5 , 4
Sofia Burton , loan_8 , 75000 , 26250.0 , 0.35 , 2
Sofia Burton , loan_9 , 75000 , 39750.0 , 0.53 , 9
Sofia Burton , loan_10 , 75000 , 26250.0 , 0.35 , 2
Sofia Burton , loan_11 , 75000 , 39000.0 , 0.52 , 4
Sofia Burton , loan_12 , 75000 , 37500.0 , 0.5 , 1
Sofia Burton , loan_13 , 75000 , 40500.0 , 0.54 , 3
Sofia Burton , loan_14 , 75000 , 33750.0 , 0.45 , 1
Sofia Burton , loan_15 , 75000 , 36750.0 , 0.49 , 0
Sofia Burton , loan_16 , 75000 , 41250.0 , 0.55 , 1
Sofia Burton , loan_17 , 75000 , 31500.0 , 0.42 , 2
Amelia Lewis , loan_1 , 71000 , 36920.0 , 0.52 , 3
