Ivy Allen , loan_1 , 12000 , 39600 , 3.3 , 7
Phoebe Wilson , loan_13 , 40000 , 88800 , 2.22 , 1
Phoebe Wilson , loan_14 , 40000 , 160000 , 4.0 , 2
Phoebe Wilson , loan_15 , 40000 , 128000 , 3.2 , 3
Phoebe Wilson , loan_16 , 40000 , 127200 , 3.18 , 3
Phoebe Wilson , loan_17 , 40000 , 176400 , 4.41 , 2
Theo Wilson , loan_1 , 70000 , 201600 , 2.88 , 1
Theo Wilson , loan_2 , 70000 , 277200 , 3.96 , 1
Theo Wilson , loan_3 , 70000 , 260400 , 3.72 , 3
Theo Wilson , loan_4 , 70000 , 224000 , 3.2 , 0
Theo Wilson , loan_5 , 70000 , 161700 , 2.31 , 2
Theo Wilson , loan_6 , 70000 , 161000 , 2.3 , 1
Theo Wilson , loan_7 , 70000 , 136500 , 1.95 , 0
Theo Wilson , loan_8 , 70000 , 196000 , 2.8 , 1
Theo Wilson , loan_9 , 70000 , 96600 , 1.38 , 0
Theo Wilson , loan_10 , 70000 , 91000 , 1.3 , 0
Theo Wilson , loan_11 , 70000 , 177100 , 2.53 , 2
Theo Wilson , loan_12 , 70000 , 84000 , 1.2 , 0
Theo Wilson , loan_13 , 70000 , 186200 , 2.66 , 1
Theo Wilson , loan_14 , 70000 , 224000 , 3.2 , 1
Theo Wilson , loan_15 , 70000 , 98000 , 1.4 , 1
Theo Wilson , loan_16 , 70000 , 140000 , 2.0 , 0
Theo Wilson , loan_17 , 70000 , 196000 , 2.8 , 0
Lily Allen , loan_1 , 77000 , 184800 , 2.4 , 2
Lily Allen , loan_2 , 77000 , 408100 , 5.3 , 2
Lily Allen , loan_3 , 77000 , 184800 , 2.4 , 4
Lily Allen , loan_4 , 77000 , 338800 , 4.4 , 10
Lily Allen , loan_5 , 77000 , 256410 , 3.33 , 1
Lily Allen , loan_6 , 77000 , 498960 , 6.48 , 6
Lily Allen , loan_7 , 77000 , 400400 , 5.2 , 4
Lily Allen , loan_8 , 77000 , 406560 , 5.28 , 3
Lily Allen , loan_9 , 77000 , 425040 , 5.52 , 6
Lily Allen , loan_10 , 77000 , 339570 , 4.41 , 1
Lily Allen , loan_11 , 77000 , 295680 , 3.84 , 0
Lily Allen , loan_12 , 77000 , 135520 , 1.76 , 0
Lily Allen , loan_13 , 77000 , 110880 , 1.44 , 2
Lily Allen , loan_14 , 77000 , 452760 , 5.88 , 7
Lily Allen , loan_15 , 77000 , 369600 , 4.8 , 2
Ava Payne , loan_1 , 78000 , 134160 , 1.72 , 1
Ava Payne , loan_2 , 78000 , 234780 , 3.01 , 2
Ava Payne , loan_3 , 78000 , 274560 , 3.52 , 2
Ava Payne , loan_4 , 78000 , 243360 , 3.12 , 0
Ava Payne , loan_5 , 78000 , 223860 , 2.87 , 1
Ava Payne , loan_6 , 78000 , 293280 , 3.76 , 0
Ava Payne , loan_7 , 78000 , 121680 , 1.56 , 1
Ava Payne , loan_8 , 78000 , 245700 , 3.15 , 2
Ava Payne , loan_9 , 78000 , 300300 , 3.85 , 2
Ava Payne , loan_10 , 78000 , 304200 , 3.9 , 3
Ava Payne , loan_11 , 78000 , 109200 , 1.4 , 0
Ava Payne , loan_12 , 78000 , 514800 , 6.6 , 6
Ava Payne , loan_13 , 78000 , 152100 , 1.95 , 1
Ava Payne , loan_14 , 78000 , 168480 , 2.16 , 1
Ava Payne , loan_15 , 78000 , 267540 , 3.43 , 2
Ava Payne , loan_16 , 78000 , 198900 , 2.55 , 0
Ava Payne , loan_17 , 78000 , 405600 , 5.2 , 4
Ava Payne , loan_18 , 78000 , 312000 , 4.0 , 5
Phoebe Payne , loan_1 , 85000 , 421600 , 4.96 , 7
Phoebe Payne , loan_2 , 85000 , 601800 , 7.08 , 10
Phoebe Payne , loan_3 , 85000 , 244800 , 2.88 , 3
Phoebe Payne , loan_4 , 85000 , 466650 , 5.49 , 5
Phoebe Payne , loan_5 , 85000 , 425000 , 5.0 , 1
Phoebe Payne , loan_6 , 85000 , 589050 , 6.93 , 3
Phoebe Payne , loan_7 , 85000 , 374000 , 4.4 , 5
Phoebe Payne , loan_8 , 85000 , 267750 , 3.15 , 3
Phoebe Payne , loan_9 , 85000 , 239700 , 2.82 , 3
Phoebe Payne , loan_10 , 85000 , 285600 , 3.36 , 6
Phoebe Payne , loan_11 , 85000 , 326400 , 3.84 , 0
Phoebe Payne , loan_12 , 85000 , 159800 , 1.88 , 0
Phoebe Payne , loan_13 , 85000 , 280500 , 3.3 , 4
Phoebe Payne , loan_14 , 85000 , 295800 , 3.48 , 3
Phoebe Payne , loan_15 , 85000 , 561000 , 6.6 , 5
Phoebe Payne , loan_16 , 85000 , 607750 , 7.15 , 1
William Holmes , loan_1 , 82000 , 324720 , 3.96 , 5
William Holmes , loan_2 , 82000 , 315700 , 3.85 , 2
William Holmes , loan_3 , 82000 , 206640 , 2.52 , 3
William Holmes , loan_4 , 82000 , 405900 , 4.95 , 5
William Holmes , loan_5 , 82000 , 501840 , 6.12 , 6
William Holmes , loan_6 , 82000 , 134480 , 1.64 , 0
William Holmes , loan_7 , 82000 , 541200 , 6.6 , 1
William Holmes , loan_8 , 82000 , 154160 , 1.88 , 2
William Holmes , loan_9 , 82000 , 385400 , 4.7 , 5
William Holmes , loan_10 , 82000 , 134480 , 1.64 , 1
William Holmes , loan_11 , 82000 , 324720 , 3.96 , 5
William Holmes , loan_12 , 82000 , 216480 , 2.64 , 1
William Holmes , loan_13 , 82000 , 155800 , 1.9 , 0
William Holmes , loan_14 , 82000 , 265680 , 3.24 , 3
William Holmes , loan_15 , 82000 , 184500 , 2.25 , 2
William Holmes , loan_16 , 82000 , 324720 , 3.96 , 3
Arlo Baker , loan_1 , 75000 , 330000 , 4.4 , 0
Arlo Baker , loan_2 , 75000 , 360000 , 4.8 , 2
Arlo Baker , loan_3 , 75000 , 315000 , 4.2 , 4
Arlo Baker , loan_4 , 75000 , 363000 , 4.84 , 2
Arlo Baker , loan_5 , 75000 , 162000 , 2.16 , 1
Arlo Baker , loan_6 , 75000 , 189000 , 2.52 , 4
Arlo Baker , loan_7 , 75000 , 345000 , 4.6 , 3
Arlo Baker , loan_8 , 75000 , 342000 , 4.56 , 0
Arlo Baker , loan_9 , 75000 , 324000 , 4.32 , 6
Arlo Baker , loan_10 , 75000 , 330000 , 4.4 , 7
Arlo Baker , loan_11 , 75000 , 249750 , 3.33 , 4
Arlo Baker , loan_12 , 75000 , 306000 , 4.08 , 4
Arlo Baker , loan_13 , 75000 , 216000 , 2.88 , 2
Arlo Baker , loan_14 , 75000 , 168750 , 2.25 , 1
Arlo Baker , loan_15 , 75000 , 193500 , 2.58 , 2
Daisy Jones , loan_1 , 99000 , 475200 , 4.8 , 3
Daisy Jones , loan_2 , 99000 , 314820 , 3.18 , 5
Daisy Jones , loan_3 , 99000 , 285120 , 2.88 , 2
Daisy Jones , loan_4 , 99000 , 454410 , 4.59 , 10
Daisy Jones , loan_5 , 99000 , 356400 , 3.6 , 5
Daisy Jones , loan_6 , 99000 , 577170 , 5.83 , 3
Daisy Jones , loan_7 , 99000 , 465300 , 4.7 , 3
Daisy Jones , loan_8 , 99000 , 451440 , 4.56 , 2
Daisy Jones , loan_9 , 99000 , 325710 , 3.29 , 4
Daisy Jones , loan_10 , 99000 , 451440 , 4.56 , 3
Daisy Jones , loan_11 , 99000 , 395010 , 3.99 , 1
Daisy Jones , loan_12 , 99000 , 623700 , 6.3 , 4
Daisy Jones , loan_13 , 99000 , 241560 , 2.44 , 0
Daisy Jones , loan_14 , 99000 , 267300 , 2.7 , 0
Daisy Jones , loan_15 , 99000 , 485100 , 4.9 , 2
Daisy Jones , loan_16 , 99000 , 543510 , 5.49 , 7
Alfie Webb , loan_1 , 77000 , 297990 , 3.87 , 0
Alfie Webb , loan_2 , 77000 , 215600 , 2.8 , 2
Alfie Webb , loan_3 , 77000 , 270270 , 3.51 , 2
Alfie Webb , loan_4 , 77000 , 314160 , 4.08 , 2
Alfie Webb , loan_5 , 77000 , 249480 , 3.24 , 5
Alfie Webb , loan_6 , 77000 , 346500 , 4.5 , 2
Alfie Webb , loan_7 , 77000 , 440440 , 5.72 , 2
Alfie Webb , loan_8 , 77000 , 338800 , 4.4 , 3
Alfie Webb , loan_9 , 77000 , 142450 , 1.85 , 1
Alfie Webb , loan_10 , 77000 , 189420 , 2.46 , 1
Alfie Webb , loan_11 , 77000 , 184800 , 2.4 , 2
Alfie Webb , loan_12 , 77000 , 132440 , 1.72 , 1
Alfie Webb , loan_13 , 77000 , 338800 , 4.4 , 7
Alfie Webb , loan_14 , 77000 , 315700 , 4.1 , 1
Alfie Webb , loan_15 , 77000 , 277200 , 3.6 , 3
Alfie Webb , loan_16 , 77000 , 360360 , 4.68 , 1
Florence Holmes , loan_1 , 96000 , 190080 , 1.98 , 0
Florence Holmes , loan_2 , 96000 , 148800 , 1.55 , 1
Florence Holmes , loan_3 , 96000 , 207360 , 2.16 , 0
Florence Holmes , loan_4 , 96000 , 181440 , 1.89 , 1
Florence Holmes , loan_5 , 96000 , 134400 , 1.4 , 3
Florence Holmes , loan_6 , 96000 , 380160 , 3.96 , 2
Florence Holmes , loan_7 , 96000 , 276480 , 2.88 , 1
Florence Holmes , loan_8 , 96000 , 161280 , 1.68 , 1
Florence Holmes , loan_9 , 96000 , 201600 , 2.1 , 2
Florence Holmes , loan_10 , 96000 , 291840 , 3.04 , 1
Florence Holmes , loan_11 , 96000 , 403200 , 4.2 , 2
Florence Holmes , loan_12 , 96000 , 285120 , 2.97 , 1
Florence Holmes , loan_13 , 96000 , 259200 , 2.7 , 1
Florence Holmes , loan_14 , 96000 , 207360 , 2.16 , 0
Florence Holmes , loan_15 , 96000 , 391680 , 4.08 , 3
Florence Holmes , loan_16 , 96000 , 130560 , 1.36 , 0
Florence Holmes , loan_17 , 96000 , 195840 , 2.04 , 0
Freya Davidson , loan_1 , 100000 , 522000 , 5.22 , 6
Freya Davidson , loan_2 , 100000 , 550000 , 5.5 , 5
Freya Davidson , loan_3 , 100000 , 322000 , 3.22 , 0
Freya Davidson , loan_4 , 100000 , 305000 , 3.05 , 1
Freya Davidson , loan_5 , 100000 , 285000 , 2.85 , 1
Freya Davidson , loan_6 , 100000 , 371000 , 3.71 , 2
Freya Davidson , loan_7 , 100000 , 610000 , 6.1 , 3
Freya Davidson , loan_8 , 100000 , 244000 , 2.44 , 4
Freya Davidson , loan_9 , 100000 , 488000 , 4.88 , 1
Freya Davidson , loan_10 , 100000 , 350000 , 3.5 , 4
Freya Davidson , loan_11 , 100000 , 282000 , 2.82 , 10
Freya Davidson , loan_12 , 100000 , 366000 , 3.66 , 5
Freya Davidson , loan_13 , 100000 , 564000 , 5.64 , 4
Freya Davidson , loan_14 , 100000 , 250000 , 2.5 , 8
Freya Davidson , loan_15 , 100000 , 594000 , 5.94 , 7
Freya Davidson , loan_16 , 100000 , 343000 , 3.43 , 3
Freya Davidson , loan_17 , 100000 , 756000 , 7.56 , 15
Poppy Matthews , loan_1 , 85000 , 540600 , 6.36 , 6
Poppy Matthews , loan_2 , 85000 , 285600 , 3.36 , 3
Poppy Matthews , loan_3 , 85000 , 438600 , 5.16 , 1
Poppy Matthews , loan_4 , 85000 , 214200 , 2.52 , 0
Poppy Matthews , loan_5 , 85000 , 170000 , 2.0 , 0
Poppy Matthews , loan_6 , 85000 , 139400 , 1.64 , 3
Poppy Matthews , loan_7 , 85000 , 226100 , 2.66 , 1
Poppy Matthews , loan_8 , 85000 , 303450 , 3.57 , 7
Poppy Matthews , loan_9 , 85000 , 306000 , 3.6 , 3
Poppy Matthews , loan_10 , 85000 , 467500 , 5.5 , 1
Poppy Matthews , loan_11 , 85000 , 183600 , 2.16 , 2
Poppy Matthews , loan_12 , 85000 , 170000 , 2.0 , 2
Poppy Matthews , loan_13 , 85000 , 336600 , 3.96 , 5
Poppy Matthews , loan_14 , 85000 , 170000 , 2.0 , 0
Poppy Matthews , loan_15 , 85000 , 232050 , 2.73 , 3
Poppy Matthews , loan_16 , 85000 , 191250 , 2.25 , 1
Poppy Matthews , loan_17 , 85000 , 187000 , 2.2 , 0
Poppy Matthews , loan_18 , 85000 , 216750 , 2.55 , 0
Poppy Matthews , loan_19 , 85000 , 504900 , 5.94 , 6
Sophia Baker , loan_1 , 87000 , 348000 , 4.0 , 5
Sophia Baker , loan_2 , 87000 , 184440 , 2.12 , 0
Sophia Baker , loan_3 , 87000 , 160950 , 1.85 , 0
Sophia Baker , loan_4 , 87000 , 200100 , 2.3 , 3
Sophia Baker , loan_5 , 87000 , 414990 , 4.77 , 4
Sophia Baker , loan_6 , 87000 , 285360 , 3.28 , 6
Sophia Baker , loan_7 , 87000 , 267960 , 3.08 , 3
Sophia Baker , loan_8 , 87000 , 306240 , 3.52 , 2
Sophia Baker , loan_9 , 87000 , 237510 , 2.73 , 1
Sophia Baker , loan_10 , 87000 , 170520 , 1.96 , 0
Sophia Baker , loan_11 , 87000 , 281880 , 3.24 , 1
Sophia Baker , loan_12 , 87000 , 428040 , 4.92 , 1
Sophia Baker , loan_13 , 87000 , 214020 , 2.46 , 0
Sophia Baker , loan_14 , 87000 , 149640 , 1.72 , 0
Sophia Baker , loan_15 , 87000 , 361920 , 4.16 , 5
Sophia Baker , loan_16 , 87000 , 187920 , 2.16 , 2
Sophia Baker , loan_17 , 87000 , 526350 , 6.05 , 7
Sophia Baker , loan_18 , 87000 , 306240 , 3.52 , 4
Sophia Baker , loan_19 , 87000 , 163560 , 1.88 , 1
Theodore Wilson , loan_1 , 70000 , 344400 , 4.92 , 8
Theodore Wilson , loan_2 , 70000 , 168000 , 2.4 , 0
Theodore Wilson , loan_3 , 70000 , 285600 , 4.08 , 2
Theodore Wilson , loan_4 , 70000 , 273000 , 3.9 , 2
Theodore Wilson , loan_5 , 70000 , 218400 , 3.12 , 6
Theodore Wilson , loan_6 , 70000 , 171500 , 2.45 , 0
Theodore Wilson , loan_7 , 70000 , 283500 , 4.05 , 6
Theodore Wilson , loan_8 , 70000 , 193200 , 2.76 , 0
Theodore Wilson , loan_9 , 70000 , 408100 , 5.83 , 1
Theodore Wilson , loan_10 , 70000 , 343000 , 4.9 , 1
Theodore Wilson , loan_11 , 70000 , 327600 , 4.68 , 6
Theodore Wilson , loan_12 , 70000 , 143500 , 2.05 , 1
Theodore Wilson , loan_13 , 70000 , 420000 , 6.0 , 3
Theodore Wilson , loan_14 , 70000 , 319200 , 4.56 , 3
Emily Davidson , loan_1 , 82000 , 104960 , 1.28 , 0
Emily Davidson , loan_2 , 82000 , 139400 , 1.7 , 0
Emily Davidson , loan_3 , 82000 , 203360 , 2.48 , 0
Emily Davidson , loan_4 , 82000 , 123000 , 1.5 , 0
Emily Davidson , loan_5 , 82000 , 91840 , 1.12 , 1
Emily Davidson , loan_6 , 82000 , 82000 , 1.0 , 1
Emily Davidson , loan_7 , 82000 , 265680 , 3.24 , 2
Emily Davidson , loan_8 , 82000 , 373920 , 4.56 , 2
Emily Davidson , loan_9 , 82000 , 121360 , 1.48 , 0
Emily Davidson , loan_10 , 82000 , 324720 , 3.96 , 2
Emily Davidson , loan_11 , 82000 , 261580 , 3.19 , 3
Emily Davidson , loan_12 , 82000 , 151700 , 1.85 , 0
Emily Davidson , loan_13 , 82000 , 118080 , 1.44 , 0
Emily Davidson , loan_14 , 82000 , 98400 , 1.2 , 1
Emily Davidson , loan_15 , 82000 , 314880 , 3.84 , 1
Emily Davidson , loan_16 , 82000 , 72160 , 0.88 , 0
Emily Davidson , loan_17 , 82000 , 127920 , 1.56 , 1
Emily Davidson , loan_18 , 82000 , 101680 , 1.24 , 0
Emily Davidson , loan_19 , 82000 , 111520 , 1.36 , 0
Emily Davidson , loan_20 , 82000 , 65600 , 0.8 , 1
Mia Foster , loan_1 , 79000 , 210140 , 2.66 , 1
Mia Foster , loan_2 , 79000 , 79000 , 1.0 , 2
Mia Foster , loan_3 , 79000 , 82160 , 1.04 , 0
Mia Foster , loan_4 , 79000 , 195920 , 2.48 , 1
Mia Foster , loan_5 , 79000 , 75840 , 0.96 , 0
Mia Foster , loan_6 , 79000 , 252800 , 3.2 , 6
Mia Foster , loan_7 , 79000 , 109020 , 1.38 , 2
Mia Foster , loan_8 , 79000 , 176960 , 2.24 , 0
Mia Foster , loan_9 , 79000 , 69520 , 0.88 , 0
Mia Foster , loan_10 , 79000 , 260700 , 3.3 , 1
Mia Foster , loan_11 , 79000 , 122450 , 1.55 , 1
Mia Foster , loan_12 , 79000 , 173800 , 2.2 , 3
Mia Foster , loan_13 , 79000 , 110600 , 1.4 , 3
Mia Foster , loan_14 , 79000 , 116130 , 1.47 , 0
Mia Foster , loan_15 , 79000 , 91640 , 1.16 , 0
Mia Foster , loan_16 , 79000 , 158000 , 2.0 , 1
Mia Foster , loan_17 , 79000 , 276500 , 3.5 , 1
Mia Foster , loan_18 , 79000 , 248850 , 3.15 , 2
Phoebe Matthews , loan_1 , 88000 , 251680 , 2.86 , 0
Phoebe Matthews , loan_2 , 88000 , 261360 , 2.97 , 0
Phoebe Matthews , loan_3 , 88000 , 205920 , 2.34 , 0
Phoebe Matthews , loan_4 , 88000 , 110880 , 1.26 , 0
Phoebe Matthews , loan_5 , 88000 , 281600 , 3.2 , 0
Phoebe Matthews , loan_6 , 88000 , 158400 , 1.8 , 0
Phoebe Matthews , loan_7 , 88000 , 176000 , 2.0 , 2
Phoebe Matthews , loan_8 , 88000 , 166320 , 1.89 , 1
Phoebe Matthews , loan_9 , 88000 , 269280 , 3.06 , 1
Phoebe Matthews , loan_10 , 88000 , 123200 , 1.4 , 0
Phoebe Matthews , loan_11 , 88000 , 205920 , 2.34 , 0
Phoebe Matthews , loan_12 , 88000 , 101200 , 1.15 , 1
Phoebe Matthews , loan_13 , 88000 , 96800 , 1.1 , 0
Phoebe Matthews , loan_14 , 88000 , 88000 , 1.0 , 1
Phoebe Matthews , loan_15 , 88000 , 211200 , 2.4 , 0
Phoebe Matthews , loan_16 , 88000 , 211200 , 2.4 , 1
Phoebe Matthews , loan_17 , 88000 , 221760 , 2.52 , 0
Phoebe Stevens , loan_1 , 99000 , 665280 , 6.72 , 11
Phoebe Stevens , loan_2 , 99000 , 642510 , 6.49 , 7
Phoebe Stevens , loan_3 , 99000 , 201960 , 2.04 , 0
Phoebe Stevens , loan_4 , 99000 , 353430 , 3.57 , 6
Phoebe Stevens , loan_5 , 99000 , 306900 , 3.1 , 2
Phoebe Stevens , loan_6 , 99000 , 436590 , 4.41 , 3
Phoebe Stevens , loan_7 , 99000 , 643500 , 6.5 , 8
Phoebe Stevens , loan_8 , 99000 , 524700 , 5.3 , 8
Phoebe Stevens , loan_9 , 99000 , 472230 , 4.77 , 3
Phoebe Stevens , loan_10 , 99000 , 613800 , 6.2 , 7
Phoebe Stevens , loan_11 , 99000 , 546480 , 5.52 , 7
Phoebe Stevens , loan_12 , 99000 , 696960 , 7.04 , 1
Phoebe Stevens , loan_13 , 99000 , 372240 , 3.76 , 3
Phoebe Stevens , loan_14 , 99000 , 631620 , 6.38 , 3
Phoebe Stevens , loan_15 , 99000 , 504900 , 5.1 , 6
Elsie Stevens , loan_1 , 90000 , 151200 , 1.68 , 0
Elsie Stevens , loan_2 , 90000 , 410400 , 4.56 , 3
Elsie Stevens , loan_3 , 90000 , 90000 , 1.0 , 1
Elsie Stevens , loan_4 , 90000 , 175500 , 1.95 , 0
Elsie Stevens , loan_5 , 90000 , 230400 , 2.56 , 3
Elsie Stevens , loan_6 , 90000 , 366300 , 4.07 , 0
Elsie Stevens , loan_7 , 90000 , 198000 , 2.2 , 2
Elsie Stevens , loan_8 , 90000 , 199800 , 2.22 , 3
Elsie Stevens , loan_9 , 90000 , 139500 , 1.55 , 0
Elsie Stevens , loan_10 , 90000 , 324000 , 3.6 , 2
Elsie Stevens , loan_11 , 90000 , 207900 , 2.31 , 1
Elsie Stevens , loan_12 , 90000 , 201600 , 2.24 , 1
Elsie Stevens , loan_13 , 90000 , 356400 , 3.96 , 0
Elsie Stevens , loan_14 , 90000 , 162000 , 1.8 , 1
Elsie Stevens , loan_15 , 90000 , 144000 , 1.6 , 4
Elsie Stevens , loan_16 , 90000 , 72000 , 0.8 , 0
Elsie Stevens , loan_17 , 90000 , 288000 , 3.2 , 0
Sofia Burton , loan_1 , 75000 , 243000 , 3.24 , 2
Sofia Burton , loan_2 , 75000 , 126000 , 1.68 , 0
Sofia Burton , loan_3 , 75000 , 303750 , 4.05 , 3
Sofia Burton , loan_4 , 75000 , 207000 , 2.76 , 2
Sofia Burton , loan_5 , 75000 , 414000 , 5.52 , 6
Sofia Burton , loan_6 , 75000 , 264000 , 3.52 , 0
Sofia Burton , loan_7 , 75000 , 300000 , 4.0 , 4
Sofia Burton , loan_8 , 75000 , 131250 , 1.75 , 2
Sofia Burton , loan_9 , 75000 , 397500 , 5.3 , 9
Sofia Burton , loan_10 , 75000 , 131250 , 1.75 , 2
Sofia Burton , loan_11 , 75000 , 273000 , 3.64 , 4
Sofia Burton , loan_12 , 75000 , 225000 , 3.0 , 1
Sofia Burton , loan_13 , 75000 , 243000 , 3.24 , 3
Sofia Burton , loan_14 , 75000 , 236250 , 3.15 , 1
Sofia Burton , loan_15 , 75000 , 294000 , 3.92 , 0
Sofia Burton , loan_16 , 75000 , 330000 , 4.4 , 1
Sofia Burton , loan_17 , 75000 , 378000 , 5.04 , 2
Amelia Lewis , loan_1 , 71000 , 443040 , 6.24 , 3
Amelia Lewis , loan_2 , 71000 , 383400 , 5.4 , 3
Amelia Lewis , loan_3 , 71000 , 355000 , 5.0 , 2
Amelia Lewis , loan_4 , 71000 , 234300 , 3.3 , 1
Amelia Lewis , loan_5 , 71000 , 173950 , 2.45 , 2
Amelia Lewis , loan_6 , 71000 , 166140 , 2.34 , 1
Amelia Lewis , loan_7 , 71000 , 234300 , 3.3 , 2
Amelia Lewis , loan_8 , 71000 , 213710 , 3.01 , 2
Amelia Lewis , loan_9 , 71000 , 312400 , 4.4 , 5
Amelia Lewis , loan_10 , 71000 , 276900 , 3.9 , 3
Amelia Lewis , loan_11 , 71000 , 306720 , 4.32 , 2
Amelia Lewis , loan_12 , 71000 , 312400 , 4.4 , 1
Amelia Lewis , loan_13 , 71000 , 293940 , 4.14 , 6
Amelia Lewis , loan_14 , 71000 , 281160 , 3.96 , 5
Amelia Lewis , loan_15 , 71000 , 227200 , 3.2 , 2
Amelia Lewis , loan_16 , 71000 , 343640 , 4.84 , 0
Sienna Harris , loan_1 , 88000 , 204160 , 2.32 , 0
Sienna Harris , loan_2 , 88000 , 140800 , 1.6 , 0
Sienna Harris , loan_3 , 88000 , 158400 , 1.8 , 3
Sienna Harris , loan_4 , 88000 , 174240 , 1.98 , 3
Sienna Harris , loan_5 , 88000 , 118800 , 1.35 , 0
Sienna Harris , loan_6 , 88000 , 204160 , 2.32 , 0
Sienna Harris , loan_7 , 88000 , 232320 , 2.64 , 4
Sienna Harris , loan_8 , 88000 , 299200 , 3.4 , 0
Sienna Harris , loan_9 , 88000 , 334400 , 3.8 , 3
Sienna Harris , loan_10 , 88000 , 190080 , 2.16 , 0
Sienna Harris , loan_11 , 88000 , 182160 , 2.07 , 0
Sienna Harris , loan_12 , 88000 , 123200 , 1.4 , 1
Sienna Harris , loan_13 , 88000 , 232320 , 2.64 , 2
Sienna Harris , loan_14 , 88000 , 221760 , 2.52 , 0
Sienna Harris , loan_15 , 88000 , 228800 , 2.6 , 0
Sienna Harris , loan_16 , 88000 , 359040 , 4.08 , 1
Sofia Robinson , loan_1 , 86000 , 182320 , 2.12 , 2
Sofia Robinson , loan_2 , 86000 , 294120 , 3.42 , 2
Sofia Robinson , loan_3 , 86000 , 236500 , 2.75 , 3
Sofia Robinson , loan_4 , 86000 , 482460 , 5.61 , 2
Sofia Robinson , loan_5 , 86000 , 443760 , 5.16 , 2
Sofia Robinson , loan_6 , 86000 , 464400 , 5.4 , 4
Sofia Robinson , loan_7 , 86000 , 330240 , 3.84 , 3
Sofia Robinson , loan_8 , 86000 , 364640 , 4.24 , 0
Sofia Robinson , loan_9 , 86000 , 318200 , 3.7 , 1
Sofia Robinson , loan_10 , 86000 , 216720 , 2.52 , 3
Sofia Robinson , loan_11 , 86000 , 286380 , 3.33 , 10
Sofia Robinson , loan_12 , 86000 , 240800 , 2.8 , 6
Sofia Robinson , loan_13 , 86000 , 216720 , 2.52 , 2
Sofia Robinson , loan_14 , 86000 , 286380 , 3.33 , 3
Sofia Robinson , loan_15 , 86000 , 516000 , 6.0 , 2
Sofia Robinson , loan_16 , 86000 , 464400 , 5.4 , 3
Grace Holmes , loan_1 , 74000 , 109520 , 1.48 , 1
Grace Holmes , loan_2 , 74000 , 303400 , 4.1 , 3
Grace Holmes , loan_3 , 74000 , 196100 , 2.65 , 1
Grace Holmes , loan_4 , 74000 , 408480 , 5.52 , 3
Grace Holmes , loan_5 , 74000 , 248640 , 3.36 , 1
Grace Holmes , loan_6 , 74000 , 479520 , 6.48 , 8
Grace Holmes , loan_7 , 74000 , 196840 , 2.66 , 1
Grace Holmes , loan_8 , 74000 , 155400 , 2.1 , 3
Grace Holmes , loan_9 , 74000 , 142080 , 1.92 , 5
Grace Holmes , loan_10 , 74000 , 447700 , 6.05 , 2
Grace Holmes , loan_11 , 74000 , 162800 , 2.2 , 0
Grace Holmes , loan_12 , 74000 , 461760 , 6.24 , 4
Grace Holmes , loan_13 , 74000 , 284900 , 3.85 , 2
Grace Holmes , loan_14 , 74000 , 346320 , 4.68 , 4
Grace Holmes , loan_15 , 74000 , 235320 , 3.18 , 1
Grace Holmes , loan_16 , 74000 , 288600 , 3.9 , 1
Grace Holmes , loan_17 , 74000 , 224960 , 3.04 , 3
Noah Webb , loan_1 , 98000 , 501760 , 5.12 , 3
Noah Webb , loan_2 , 98000 , 384160 , 3.92 , 4
Noah Webb , loan_3 , 98000 , 445900 , 4.55 , 4
Noah Webb , loan_4 , 98000 , 548800 , 5.6 , 4
Noah Webb , loan_5 , 98000 , 564480 , 5.76 , 2
Noah Webb , loan_6 , 98000 , 240100 , 2.45 , 0
Noah Webb , loan_7 , 98000 , 441000 , 4.5 , 9
Noah Webb , loan_8 , 98000 , 425320 , 4.34 , 2
Noah Webb , loan_9 , 98000 , 501760 , 5.12 , 6
Noah Webb , loan_10 , 98000 , 356720 , 3.64 , 2
Noah Webb , loan_11 , 98000 , 264600 , 2.7 , 0
Noah Webb , loan_12 , 98000 , 539000 , 5.5 , 6
Noah Webb , loan_13 , 98000 , 679140 , 6.93 , 6
Noah Webb , loan_14 , 98000 , 485100 , 4.95 , 7
Noah Webb , loan_15 , 98000 , 611520 , 6.24 , 6
Muhammad Walker , loan_1 , 78000 , 136500 , 1.75 , 0
Muhammad Walker , loan_2 , 78000 , 214500 , 2.75 , 1
Muhammad Walker , loan_3 , 78000 , 252720 , 3.24 , 1
Muhammad Walker , loan_4 , 78000 , 65520 , 0.84 , 1
Muhammad Walker , loan_5 , 78000 , 265200 , 3.4 , 1
Muhammad Walker , loan_6 , 78000 , 180960 , 2.32 , 0
Muhammad Walker , loan_7 , 78000 , 120900 , 1.55 , 1
Muhammad Walker , loan_8 , 78000 , 231660 , 2.97 , 1
Muhammad Walker , loan_9 , 78000 , 273000 , 3.5 , 2
Muhammad Walker , loan_10 , 78000 , 280800 , 3.6 , 0
Muhammad Walker , loan_11 , 78000 , 65520 , 0.84 , 0
Muhammad Walker , loan_12 , 78000 , 171600 , 2.2 , 0
Muhammad Walker , loan_13 , 78000 , 202020 , 2.59 , 0
Muhammad Walker , loan_14 , 78000 , 193440 , 2.48 , 1
Muhammad Walker , loan_15 , 78000 , 171600 , 2.2 , 1
Muhammad Walker , loan_16 , 78000 , 245700 , 3.15 , 3
